json_path,img_path,label_c,label_u,label_w,label_p,label_a,bbox_coord
../skintelligent-1-sep-2019/RS_Clean images/25-386547-82cbf4d918b39fa9e0af85679b01a13e.json,RS_Clean images_cropped/25-386547-82cbf4d918b39fa9e0af85679b01a13e.jpg,1,3,1,1,1,[ 30.43671008  37.32918219 313.96052597 458.54065956   0.99978155]
../skintelligent-1-sep-2019/RS_Clean images/25-2236203-aa23315e56f09ce322236c790caefcfb.json,RS_Clean images_cropped/25-2236203-aa23315e56f09ce322236c790caefcfb.jpg,2,2,2,3,1,[  0.           0.         340.         340.           0.99977046]
../skintelligent-1-sep-2019/RS_Clean images/237-3543760-e8b1558dbc1d716d4c16fcd4e1468cf3.json,RS_Clean images_cropped/237-3543760-e8b1558dbc1d716d4c16fcd4e1468cf3.jpg,3,3,2,1,1,[  0.           0.         296.10903124 340.           0.99986124]
../skintelligent-1-sep-2019/sagging skin/164_right.json,Google_Clean images_cropped/sagging skin/164_right.png,3,2,2,2,1,[ 30.11978635   4.89836573 197.05049047 258.91177132   0.99981564]
../skintelligent-1-sep-2019/pigmentation/64_left.json,Google_Clean images_cropped/pigmentation/64_left.png,1,1,1,3,1,"[3.91428967e+00 0.00000000e+00 6.40000000e+02 1.16968923e+03
 9.99991417e-01]"
../skintelligent-1-sep-2019/brightness/90_left.json,Google_Clean images_cropped/brightness/90_left.png,1,2,1,2,1,[  0.           0.         640.         720.           0.99999928]
../skintelligent-1-sep-2019/RS_Clean images/106611-3202219-10237de084b93d2a58c287e3c00406ab.json,RS_Clean images_cropped/106611-3202219-10237de084b93d2a58c287e3c00406ab.jpg,1,1,2,2,1,[ 54.51264988   0.         290.80933748 316.29237266   0.99996114]
../skintelligent-1-sep-2019/brightness/86_right.json,Google_Clean images_cropped/brightness/86_right.png,1,1,1,1,1,[ 67.71028149   0.         325.         328.72057599   0.99971324]
../skintelligent-1-sep-2019/brightness/146_left.json,Google_Clean images_cropped/brightness/146_left.png,1,1,1,2,2,[  0.          0.        200.        169.          0.9999727]
../skintelligent-1-sep-2019/brightness/119_right.json,Google_Clean images_cropped/brightness/119_right.png,1,2,2,2,1,[ 26.61900306   0.         313.         368.           0.99999642]
../skintelligent-1-sep-2019/RS_Clean images/25-5850324-bb9982484bda7794b537557daa8108bb.json,RS_Clean images_cropped/25-5850324-bb9982484bda7794b537557daa8108bb.jpg,2,3,1,1,1,[ 34.12180001  16.40914925 248.90511261 340.           0.99977309]
../skintelligent-1-sep-2019/RS_Clean images/25-6816551-547d2fe5785428f0338e26991f86c2b5.json,RS_Clean images_cropped/25-6816551-547d2fe5785428f0338e26991f86c2b5.jpg,1,1,1,1,1,[ 17.75038628   0.         340.         481.           0.99997222]
../skintelligent-1-sep-2019/RS_Clean images/25-7107370-1a1584bb899b238e56ffaf71003db23b.json,RS_Clean images_cropped/25-7107370-1a1584bb899b238e56ffaf71003db23b.jpg,2,1,2,1,1,[  0.           0.         252.         372.           0.99995339]
../skintelligent-1-sep-2019/wrinkles/Wrinkle-Treatment-before-8010501-3821992.json,Google_Clean images_cropped/wrinkles/Wrinkle-Treatment-before-8010501-3821992.png,1,1,2,1,1,[ 33.05320038   0.         297.97673695 340.           0.99999976]
../skintelligent-1-sep-2019/RS_Clean images/25-6739683-12ace9b512aa6d044467148310aa901d.json,RS_Clean images_cropped/25-6739683-12ace9b512aa6d044467148310aa901d.jpg,2,2,3,2,1,[ 63.54813103   0.         286.40093261 300.30869656   0.99991667]
../skintelligent-1-sep-2019/RS_Clean images/25-73629-51e56a750542529d20cce1b4530ccef5.json,RS_Clean images_cropped/25-73629-51e56a750542529d20cce1b4530ccef5.jpg,1,1,2,1,1,[  0.           0.         339.         472.3374278    0.99985778]
../skintelligent-1-sep-2019/RS_Clean images/106611-4964053-2990d405d0e0e37e9ab9d2fdf517173c.json,RS_Clean images_cropped/106611-4964053-2990d405d0e0e37e9ab9d2fdf517173c.jpg,1,1,1,2,1,[ 48.38261636   0.         290.88921201 320.73503742   0.99998891]
../skintelligent-1-sep-2019/RS_Clean images/25-7439879-07e8e294ce5d59104c65ad62268c0da0.json,RS_Clean images_cropped/25-7439879-07e8e294ce5d59104c65ad62268c0da0.jpg,1,2,1,1,1,[ 57.22148553   0.         265.15134844 307.83314195   0.99999881]
../skintelligent-1-sep-2019/fine lines/Dysport-after-5972885-3293137.json,Google_Clean images_cropped/fine lines/Dysport-after-5972885-3293137.png,1,1,3,1,1,[ 16.29842094   0.         316.78426291 340.           0.99995196]
../skintelligent-1-sep-2019/crows feet/anti-wrinkle-gummy-smile-treatment-before-and-aftder.json,Google_Clean images_cropped/crows feet/anti-wrinkle-gummy-smile-treatment-before-and-aftder.jpg,3,1,3,1,1,"[0.00000000e+00 0.00000000e+00 7.93740161e+02 1.06600000e+03
 9.99204099e-01]"
../skintelligent-1-sep-2019/brightness/58_left.json,Google_Clean images_cropped/brightness/58_left.png,1,1,1,3,1,[  0.           0.         274.48631183 418.65785064   0.99979287]
../skintelligent-1-sep-2019/brightness/92_left.json,Google_Clean images_cropped/brightness/92_left.png,2,2,1,3,1,[ 39.94854377   0.         263.85508047 269.50987618   0.99999487]
../skintelligent-1-sep-2019/crows feet/crows-feet-before-botox.json,Google_Clean images_cropped/crows feet/crows-feet-before-botox.jpg,3,1,2,1,1,
../skintelligent-1-sep-2019/RS_Clean images/25-1268425-3ec74a7d2fa33a6d57fdc9291dfefc72.json,RS_Clean images_cropped/25-1268425-3ec74a7d2fa33a6d57fdc9291dfefc72.jpg,1,1,2,1,1,[ 14.40642011   0.         340.         408.           0.99991977]
../skintelligent-1-sep-2019/RS_Clean images/106611-4927809-2d1de51ed010051ead74f75719178cfa.json,RS_Clean images_cropped/106611-4927809-2d1de51ed010051ead74f75719178cfa.jpg,1,1,1,3,1,[  0.           0.         340.         453.           0.99998724]
../skintelligent-1-sep-2019/brightness/66_right.json,Google_Clean images_cropped/brightness/66_right.png,1,1,1,1,1,[ 59.46364486  18.43306049 218.09896749 244.60417705   0.99997413]
../skintelligent-1-sep-2019/brightness/Blue-Peel-before-7677690-3714907.json,Google_Clean images_cropped/brightness/Blue-Peel-before-7677690-3714907.png,3,2,3,1,1,[ 44.48600159   0.         278.05010642 328.49657348   0.99940979]
../skintelligent-1-sep-2019/acne/257_right.json,Google_Clean images_cropped/acne/257_right.png,1,1,1,1,1,[  0.           0.         408.00005801 540.           0.99995184]
../skintelligent-1-sep-2019/RS_Clean images/25-6985638-4b36834a2877f4729899135b125a772b.json,RS_Clean images_cropped/25-6985638-4b36834a2877f4729899135b125a772b.jpg,1,1,1,1,1,[ 43.98065526   0.         309.98853611 340.           0.99980837]
../skintelligent-1-sep-2019/RS_Clean images/25-6868283-937abdd96620ed07810e4f0bb3f1c8af.json,RS_Clean images_cropped/25-6868283-937abdd96620ed07810e4f0bb3f1c8af.jpg,1,1,1,1,1,[ 15.67933583   0.         274.30281732 340.           0.99969447]
../skintelligent-1-sep-2019/under eye bags/Eye-Bags-Treatment-after-2014063-2356645.json,Google_Clean images_cropped/under eye bags/Eye-Bags-Treatment-after-2014063-2356645.jpg,1,2,1,1,1,[ 59.8534905    0.         273.49005397 298.9623108    0.99992716]
../skintelligent-1-sep-2019/acne/148_right.json,Google_Clean images_cropped/acne/148_right.png,1,1,1,1,1,[  0.6898856    0.         119.         164.23906544   0.99999988]
../skintelligent-1-sep-2019/RS_Clean images/25-7515556-a7c7823f0eeb74d6155778a8b1ee2f8b.json,RS_Clean images_cropped/25-7515556-a7c7823f0eeb74d6155778a8b1ee2f8b.jpg,2,2,1,1,1,[ 62.11704983  14.06118976 260.37045788 305.2928907    0.99999905]
../skintelligent-1-sep-2019/RS_Clean images/25-673335-b2e4a75ab04ec585cc5cfc5524e13505.json,RS_Clean images_cropped/25-673335-b2e4a75ab04ec585cc5cfc5524e13505.jpg,2,1,1,3,1,[  0.          0.        200.        229.          0.9999119]
../skintelligent-1-sep-2019/RS_Clean images/25-1605463-afa8193e8b61c26f43546c38fa94cdea.json,RS_Clean images_cropped/25-1605463-afa8193e8b61c26f43546c38fa94cdea.jpg,1,2,2,1,1,[  0.           0.         262.10784635 264.           0.99999666]
../skintelligent-1-sep-2019/RS_Clean images/25-5097050-d58148392f1f04c377a08048798ca210.json,RS_Clean images_cropped/25-5097050-d58148392f1f04c377a08048798ca210.jpg,1,2,1,2,1,[ 51.10820965   0.         271.05790495 317.77349324   0.99987626]
../skintelligent-1-sep-2019/wrinkles/Wrinkle-Treatment-before-8281751-3910563.json,Google_Clean images_cropped/wrinkles/Wrinkle-Treatment-before-8281751-3910563.png,1,1,3,1,1,[ 62.52421788   0.         285.02773966 293.76027583   1.        ]
../skintelligent-1-sep-2019/RS_Clean images/25-469029-e82e809650c808c7b072e15ddac0609b.json,RS_Clean images_cropped/25-469029-e82e809650c808c7b072e15ddac0609b.jpg,1,1,1,1,1,[  0.           0.         229.         176.           0.99987745]
../skintelligent-1-sep-2019/RS_Clean images/237-3629781-fb70d264b61e46e5e8bd473ea021b1f6.json,RS_Clean images_cropped/237-3629781-fb70d264b61e46e5e8bd473ea021b1f6.jpg,3,3,3,3,1,[ 42.79300753   0.         311.93241422 261.           0.99999976]
../skintelligent-1-sep-2019/RS_Clean images/237-635076-09610eb5b778e3f4e10bf6396df5ffb0.json,RS_Clean images_cropped/237-635076-09610eb5b778e3f4e10bf6396df5ffb0.jpg,3,1,1,2,1,[ 20.42856678   4.26850448 311.05430796 405.61489087   0.9982242 ]
../skintelligent-1-sep-2019/pigmentation/Melasma-Treatment-after-1973963-2339042.json,Google_Clean images_cropped/pigmentation/Melasma-Treatment-after-1973963-2339042.jpg,2,1,2,2,1,[ 17.46559676   0.         311.30397261 340.           0.99811816]
../skintelligent-1-sep-2019/RS_Clean images/25-6357630-46cf59e143acde8fe05602cf33e52e4f.json,RS_Clean images_cropped/25-6357630-46cf59e143acde8fe05602cf33e52e4f.jpg,1,2,1,2,1,[  0.           0.         340.         340.           0.99969459]
../skintelligent-1-sep-2019/RS_Clean images/237-3543297-9a7dfe6edd62f46d3dee3d656f7730f1.json,RS_Clean images_cropped/237-3543297-9a7dfe6edd62f46d3dee3d656f7730f1.jpg,1,3,1,1,1,[  0.           0.         316.95136786 340.           0.99999309]
../skintelligent-1-sep-2019/RS_Clean images/25-1389533-37991b1b012a8b5a30e8642eb8e73ae9.json,RS_Clean images_cropped/25-1389533-37991b1b012a8b5a30e8642eb8e73ae9.jpg,1,1,1,1,1,[109.34059066  20.17902991 236.16710089 200.5718151    0.9999752 ]
../skintelligent-1-sep-2019/acne/194_left.json,Google_Clean images_cropped/acne/194_left.png,1,1,1,2,3,[  0.           0.         191.         156.           0.99999893]
../skintelligent-1-sep-2019/acne/75_right.json,Google_Clean images_cropped/acne/75_right.png,1,1,1,2,2,[ 13.08320866   0.         230.         432.11454551   0.99994552]
../skintelligent-1-sep-2019/RS_Clean images/237-575413-da9aa9c9410cc118bb6fbafc5bb836be.json,RS_Clean images_cropped/237-575413-da9aa9c9410cc118bb6fbafc5bb836be.jpg,2,1,2,2,1,
../skintelligent-1-sep-2019/RS_Clean images/106611-7488559-c38d71fd2c4c92c345336deb5017248b.json,RS_Clean images_cropped/106611-7488559-c38d71fd2c4c92c345336deb5017248b.jpg,1,1,1,2,1,[ 33.56337896   0.         297.38139625 336.56066991   0.99656242]
../skintelligent-1-sep-2019/RS_Clean images/25-7526995-19918c88206d10730a120a6cf952ec3e.json,RS_Clean images_cropped/25-7526995-19918c88206d10730a120a6cf952ec3e.jpg,2,2,2,2,1,[ 51.07202156   0.         304.40899091 340.           0.99940133]
../skintelligent-1-sep-2019/RS_Clean images/25-7671646-bd51561a71371f582252093489d490b7.json,RS_Clean images_cropped/25-7671646-bd51561a71371f582252093489d490b7.jpg,2,2,1,1,1,[ 19.0268818    0.         272.06156619 343.           0.99951506]
../skintelligent-1-sep-2019/pigmentation/103_left.json,Google_Clean images_cropped/pigmentation/103_left.png,2,1,1,3,1,[  0.           0.         350.         420.           0.99615639]
../skintelligent-1-sep-2019/RS_Clean images/25-1688444-522a5dcf57a65e20e33cc2b6234f8384.json,RS_Clean images_cropped/25-1688444-522a5dcf57a65e20e33cc2b6234f8384.jpg,1,1,1,2,1,[ 69.61419649   5.35879705 266.26000934 297.33300427   0.99980503]
../skintelligent-1-sep-2019/RS_Clean images/106611-5540143-b422e6598f340b24675896daeeb8a246.json,RS_Clean images_cropped/106611-5540143-b422e6598f340b24675896daeeb8a246.jpg,1,1,1,1,1,[ 52.69849663   0.         280.06448643 327.34457173   0.99995923]
../skintelligent-1-sep-2019/RS_Clean images/106611-6309521-46e177cecf46d337e29f3adc65a491d3.json,RS_Clean images_cropped/106611-6309521-46e177cecf46d337e29f3adc65a491d3.jpg,1,1,1,1,1,[ 71.25452968   0.         258.53030824 266.94384097   0.99998474]
../skintelligent-1-sep-2019/RS_Clean images/106611-7792982-1a458c7097750cc5a924aad2423c12bf.json,RS_Clean images_cropped/106611-7792982-1a458c7097750cc5a924aad2423c12bf.jpg,1,1,3,1,1,[ 40.08805972   0.         306.33853024 340.           0.99852461]
../skintelligent-1-sep-2019/acne/170_left.json,Google_Clean images_cropped/acne/170_left.png,1,2,1,1,3,[ 29.41648833   0.         281.48610363 300.           0.99967098]
../skintelligent-1-sep-2019/fine lines/Dysport-after-7202167-3579956-T1530515600.285.json,Google_Clean images_cropped/fine lines/Dysport-after-7202167-3579956-T1530515600.285.jpg,1,1,1,1,1,[  0.           0.         334.         510.           0.99999881]
../skintelligent-1-sep-2019/RS_Clean images/237-635076-67e6c46a1173840fc48b5c8efd903e40.json,RS_Clean images_cropped/237-635076-67e6c46a1173840fc48b5c8efd903e40.jpg,3,1,2,2,1,[ 15.48167911   0.         313.05861912 416.45299195   0.99999213]
../skintelligent-1-sep-2019/RS_Clean images/25-6995501-49dcc4c2a5a38046f2c4844f44652c1e.json,RS_Clean images_cropped/25-6995501-49dcc4c2a5a38046f2c4844f44652c1e.jpg,1,1,2,1,1,[ 23.09417643   0.         331.71689478 340.           0.99998868]
../skintelligent-1-sep-2019/RS_Clean images/106611-8269994-fbb47af15c5b764e79cc1bc7b180e58b.json,RS_Clean images_cropped/106611-8269994-fbb47af15c5b764e79cc1bc7b180e58b.jpg,2,1,2,2,1,[ 90.10159845  29.7030887  258.33252674 270.22118839   0.99967587]
../skintelligent-1-sep-2019/wrinkles/Wrinkle-Treatment-before-8559651-4017358.json,Google_Clean images_cropped/wrinkles/Wrinkle-Treatment-before-8559651-4017358.png,1,1,3,1,1,[  0.           0.         323.90494389 423.57481601   0.99957746]
../skintelligent-1-sep-2019/RS_Clean images/106611-6028728-e80a67f12e3f07cee3b7b5b2d27492f7.json,RS_Clean images_cropped/106611-6028728-e80a67f12e3f07cee3b7b5b2d27492f7.jpg,2,3,3,1,1,[  0.           0.         340.         340.           0.99999988]
../skintelligent-1-sep-2019/pigmentation/42_right.json,Google_Clean images_cropped/pigmentation/42_right.png,1,1,1,2,1,[  5.03301464   0.         293.         380.           0.99977642]
../skintelligent-1-sep-2019/brightness/Skin-Lightening-after-8232811-3891912.json,Google_Clean images_cropped/brightness/Skin-Lightening-after-8232811-3891912.png,1,2,1,2,1,[ 60.95746096   0.         297.52011984 277.02381802   0.99998045]
../skintelligent-1-sep-2019/RS_Clean images/106611-4909910-f74b0c4f1be8bb78267c6ab1177241e3.json,RS_Clean images_cropped/106611-4909910-f74b0c4f1be8bb78267c6ab1177241e3.jpg,2,2,3,1,1,[ 44.69212046   2.87445307 288.63532852 340.           0.99991405]
../skintelligent-1-sep-2019/brightness/Skin-Rejuvenation-before-1301338-2004526.json,Google_Clean images_cropped/brightness/Skin-Rejuvenation-before-1301338-2004526.jpg,1,1,1,2,1,[  0.           0.         214.         311.58974591   0.99994087]
../skintelligent-1-sep-2019/skin tone and uneveness/58_right.json,Google_Clean images_cropped/skin tone and uneveness/58_right.png,1,1,1,2,2,[  5.80129528   0.         385.10243341 462.           0.99930906]
../skintelligent-1-sep-2019/RS_Clean images/106611-3176422-e1d2c1aa2c2e0931fde513d2e42b4687.json,RS_Clean images_cropped/106611-3176422-e1d2c1aa2c2e0931fde513d2e42b4687.jpg,3,2,3,2,1,[ 20.1470413    0.         304.39160342 340.           0.99998319]
../skintelligent-1-sep-2019/sagging skin/115_right.json,Google_Clean images_cropped/sagging skin/115_right.png,2,2,1,1,1,[ 12.98288651   0.         183.8005233  253.77514638   0.99991655]
../skintelligent-1-sep-2019/crows feet/48e50c9ecbf2e02ca173ae9162ed9964.json,Google_Clean images_cropped/crows feet/48e50c9ecbf2e02ca173ae9162ed9964.png,3,3,2,1,1,[ 12.9000469   0.        300.        450.          0.9991203]
../skintelligent-1-sep-2019/brightness/66_left.json,Google_Clean images_cropped/brightness/66_left.png,1,1,1,1,1,[ 44.28554375   0.         238.79001732 244.85959566   0.99995053]
../skintelligent-1-sep-2019/RS_Clean images/25-1417887-f83de807480be69731b36653c5840952.json,RS_Clean images_cropped/25-1417887-f83de807480be69731b36653c5840952.jpg,1,3,3,1,1,[ 38.74469395   0.         253.69370494 216.           0.99967313]
../skintelligent-1-sep-2019/RS_Clean images/25-1559533-92f32d64f250b8a83661bd91211e186d.json,RS_Clean images_cropped/25-1559533-92f32d64f250b8a83661bd91211e186d.jpg,3,3,3,2,1,[  9.5495802    0.         322.05086429 340.           0.99982917]
../skintelligent-1-sep-2019/RS_Clean images/25-8541070-207a6e4ae2b003f1b3f60e091f0c7697.json,RS_Clean images_cropped/25-8541070-207a6e4ae2b003f1b3f60e091f0c7697.jpg,3,1,3,1,1,[  3.60258576   0.         265.56564269 432.77183538   0.9992848 ]
../skintelligent-1-sep-2019/RS_Clean images/25-7806171-d437a8bf73a5017f3c02f177a1ff0bf9.json,RS_Clean images_cropped/25-7806171-d437a8bf73a5017f3c02f177a1ff0bf9.jpg,1,1,1,1,1,[ 34.27281588   0.         264.24063501 329.95674635   0.99994969]
../skintelligent-1-sep-2019/RS_Clean images/25-1834383-9fb6f197649cfb0a8347734d38cc544f.json,RS_Clean images_cropped/25-1834383-9fb6f197649cfb0a8347734d38cc544f.jpg,1,2,1,3,1,[  0.           0.         340.         340.           0.99998438]
../skintelligent-1-sep-2019/pigmentation/54_left.json,Google_Clean images_cropped/pigmentation/54_left.png,1,1,1,3,1,[  0.           0.         150.         197.           0.99999833]
../skintelligent-1-sep-2019/RS_Clean images/106611-8977138-4025a01a4c72d602efac09f2752b392d.json,RS_Clean images_cropped/106611-8977138-4025a01a4c72d602efac09f2752b392d.jpg,1,2,1,1,1,[ 77.88030299  43.62272649 260.11355459 308.53788025   0.99999988]
../skintelligent-1-sep-2019/wrinkles/Wrinkle-Treatment-before-7421639-3641217.json,Google_Clean images_cropped/wrinkles/Wrinkle-Treatment-before-7421639-3641217.png,1,1,2,1,1,[ 36.64238368   0.         291.66215022 328.87070284   0.99997687]
../skintelligent-1-sep-2019/RS_Clean images/25-3548796-74cf2c7534f7cae39d7133fd74a02ebc.json,RS_Clean images_cropped/25-3548796-74cf2c7534f7cae39d7133fd74a02ebc.jpg,1,3,1,1,1,[ 95.80386403  21.71655317 237.4346409  248.90747517   0.99986827]
../skintelligent-1-sep-2019/under eye bags/Eye-Bags-Treatment-before-406010.json,Google_Clean images_cropped/under eye bags/Eye-Bags-Treatment-before-406010.jpg,1,3,1,1,1,[ 19.44201304   0.         340.         408.           0.99994922]
../skintelligent-1-sep-2019/RS_Clean images/25-7314428-c6908ec933490964aed80d3e0d800c0b.json,RS_Clean images_cropped/25-7314428-c6908ec933490964aed80d3e0d800c0b.jpg,1,2,1,1,1,[ 49.65614549  18.65626945 223.69213617 289.97981133   0.99999559]
../skintelligent-1-sep-2019/RS_Clean images/106611-3223708-53e2669f6c076a34fbbd47dedf50a59d.json,RS_Clean images_cropped/106611-3223708-53e2669f6c076a34fbbd47dedf50a59d.jpg,1,2,2,1,1,[ 48.96168845   0.         298.8691285  340.           0.99999321]
